IDLOCAL;LOCAL
132644;2.A1.01.24.02.05
132646;2.A1.01.24.03.01
132647;2.A1.01.24.03.02
132649;2.A1.01.24.03.04
132650;2.A1.01.24.03.05
132652;2.A1.01.24.04.01
132653;2.A1.01.24.04.02
132655;2.A1.01.24.04.04
132656;2.A1.01.24.04.05
132658;2.A1.01.24.05.01
132659;2.A1.01.24.05.02
132661;2.A1.01.24.05.04
132662;2.A1.01.24.05.05
132664;2.A1.01.24.06.01
132665;2.A1.01.24.06.02
132667;2.A1.01.24.06.04
132668;2.A1.01.24.06.05
132671;2.A1.01.25.01.01
132672;2.A1.01.25.01.02
132674;2.A1.01.25.01.04
132675;2.A1.01.25.01.05
132677;2.A1.01.25.02.01
132678;2.A1.01.25.02.02
132680;2.A1.01.25.02.04
132681;2.A1.01.25.02.05
132683;2.A1.01.25.03.01
132684;2.A1.01.25.03.02
132686;2.A1.01.25.03.04
132687;2.A1.01.25.03.05
132689;2.A1.01.25.04.01
132690;2.A1.01.25.04.02
132692;2.A1.01.25.04.04
132693;2.A1.01.25.04.05
132695;2.A1.01.25.05.01
132696;2.A1.01.25.05.02
132698;2.A1.01.25.05.04
132699;2.A1.01.25.05.05
132701;2.A1.01.25.06.01
132702;2.A1.01.25.06.02
132704;2.A1.01.25.06.04
132705;2.A1.01.25.06.05
132708;2.A1.01.26.01.01
132709;2.A1.01.26.01.02
132711;2.A1.01.26.01.04
132712;2.A1.01.26.01.05
132714;2.A1.01.26.02.01
132715;2.A1.01.26.02.02
132717;2.A1.01.26.02.04
132718;2.A1.01.26.02.05
132720;2.A1.01.26.03.01
132721;2.A1.01.26.03.02
132723;2.A1.01.26.03.04
132724;2.A1.01.26.03.05
132726;2.A1.01.26.04.01
132727;2.A1.01.26.04.02
132729;2.A1.01.26.04.04
132730;2.A1.01.26.04.05
133116;2.A1.02.11.01.01
133117;2.A1.02.11.01.02
133119;2.A1.02.11.01.04
133120;2.A1.02.11.01.05
133122;2.A1.02.11.02.01
133123;2.A1.02.11.02.02
133125;2.A1.02.11.02.04
133126;2.A1.02.11.02.05
133128;2.A1.02.11.03.01
133129;2.A1.02.11.03.02
133131;2.A1.02.11.03.04
133132;2.A1.02.11.03.05
133134;2.A1.02.11.04.01
133135;2.A1.02.11.04.02
133137;2.A1.02.11.04.04
133138;2.A1.02.11.04.05
133140;2.A1.02.11.05.01
133141;2.A1.02.11.05.02
133143;2.A1.02.11.05.04
133144;2.A1.02.11.05.05
133146;2.A1.02.11.06.01
133147;2.A1.02.11.06.02
133149;2.A1.02.11.06.04
133150;2.A1.02.11.06.05
133153;2.A1.02.12.01.01
133154;2.A1.02.12.01.02
133156;2.A1.02.12.01.04
133157;2.A1.02.12.01.05
133159;2.A1.02.12.02.01
133160;2.A1.02.12.02.02
133162;2.A1.02.12.02.04
133163;2.A1.02.12.02.05
133165;2.A1.02.12.03.01
133166;2.A1.02.12.03.02
133168;2.A1.02.12.03.04
133169;2.A1.02.12.03.05
133171;2.A1.02.12.04.01
133172;2.A1.02.12.04.02
133174;2.A1.02.12.04.04
133175;2.A1.02.12.04.05
133177;2.A1.02.12.05.01
133178;2.A1.02.12.05.02
133180;2.A1.02.12.05.04
133181;2.A1.02.12.05.05
133183;2.A1.02.12.06.01
133184;2.A1.02.12.06.02
133186;2.A1.02.12.06.04
133187;2.A1.02.12.06.05
133190;2.A1.02.13.01.01
133191;2.A1.02.13.01.02
133193;2.A1.02.13.01.04
133194;2.A1.02.13.01.05
133196;2.A1.02.13.02.01
133197;2.A1.02.13.02.02
133199;2.A1.02.13.02.04
133200;2.A1.02.13.02.05
133202;2.A1.02.13.03.01
133203;2.A1.02.13.03.02
133205;2.A1.02.13.03.04
133206;2.A1.02.13.03.05
133208;2.A1.02.13.04.01
133209;2.A1.02.13.04.02
133211;2.A1.02.13.04.04
133212;2.A1.02.13.04.05
133214;2.A1.02.13.05.01
133215;2.A1.02.13.05.02
133217;2.A1.02.13.05.04
133218;2.A1.02.13.05.05
133220;2.A1.02.13.06.01
133221;2.A1.02.13.06.02
133223;2.A1.02.13.06.04
133224;2.A1.02.13.06.05
133227;2.A1.02.14.01.01
133228;2.A1.02.14.01.02
133230;2.A1.02.14.01.04
133231;2.A1.02.14.01.05
133233;2.A1.02.14.02.01
133234;2.A1.02.14.02.02
133236;2.A1.02.14.02.04
133237;2.A1.02.14.02.05
133239;2.A1.02.14.03.01
133240;2.A1.02.14.03.02
133242;2.A1.02.14.03.04
133243;2.A1.02.14.03.05
133245;2.A1.02.14.04.01
133246;2.A1.02.14.04.02
133248;2.A1.02.14.04.04
133249;2.A1.02.14.04.05
133251;2.A1.02.14.05.01
133252;2.A1.02.14.05.02
133254;2.A1.02.14.05.04
133255;2.A1.02.14.05.05
133257;2.A1.02.14.06.01
133258;2.A1.02.14.06.02
133260;2.A1.02.14.06.04
133261;2.A1.02.14.06.05
133264;2.A1.02.15.01.01
133265;2.A1.02.15.01.02
133267;2.A1.02.15.01.04
133268;2.A1.02.15.01.05
133270;2.A1.02.15.02.01
133271;2.A1.02.15.02.02
133273;2.A1.02.15.02.04
133274;2.A1.02.15.02.05
133276;2.A1.02.15.03.01
133277;2.A1.02.15.03.02
133279;2.A1.02.15.03.04
133280;2.A1.02.15.03.05
133282;2.A1.02.15.04.01
133283;2.A1.02.15.04.02
133285;2.A1.02.15.04.04
133286;2.A1.02.15.04.05
133288;2.A1.02.15.05.01
133289;2.A1.02.15.05.02
133291;2.A1.02.15.05.04
133292;2.A1.02.15.05.05
133294;2.A1.02.15.06.01
133295;2.A1.02.15.06.02
133297;2.A1.02.15.06.04
133298;2.A1.02.15.06.05
133301;2.A1.02.16.01.01
133302;2.A1.02.16.01.02
133304;2.A1.02.16.01.04
133305;2.A1.02.16.01.05
133307;2.A1.02.16.02.01
133308;2.A1.02.16.02.02
133310;2.A1.02.16.02.04
133311;2.A1.02.16.02.05
133313;2.A1.02.16.03.01
133314;2.A1.02.16.03.02
133316;2.A1.02.16.03.04
133317;2.A1.02.16.03.05
133319;2.A1.02.16.04.01
133320;2.A1.02.16.04.02
133322;2.A1.02.16.04.04
133323;2.A1.02.16.04.05
133325;2.A1.02.16.05.01
133326;2.A1.02.16.05.02
133328;2.A1.02.16.05.04
133329;2.A1.02.16.05.05
133331;2.A1.02.16.06.01
133332;2.A1.02.16.06.02
133334;2.A1.02.16.06.04
133335;2.A1.02.16.06.05
133338;2.A1.02.17.01.01
133339;2.A1.02.17.01.02
133341;2.A1.02.17.01.04
133342;2.A1.02.17.01.05
133344;2.A1.02.17.02.01
133345;2.A1.02.17.02.02
133347;2.A1.02.17.02.04
133348;2.A1.02.17.02.05
133350;2.A1.02.17.03.01
133351;2.A1.02.17.03.02
133353;2.A1.02.17.03.04
133354;2.A1.02.17.03.05
133356;2.A1.02.17.04.01
133357;2.A1.02.17.04.02
133359;2.A1.02.17.04.04
133360;2.A1.02.17.04.05
133362;2.A1.02.17.05.01
133363;2.A1.02.17.05.02
133365;2.A1.02.17.05.04
133366;2.A1.02.17.05.05
133368;2.A1.02.17.06.01
133369;2.A1.02.17.06.02
133371;2.A1.02.17.06.04
133372;2.A1.02.17.06.05
133375;2.A1.02.18.01.01
133376;2.A1.02.18.01.02
133378;2.A1.02.18.01.04
133379;2.A1.02.18.01.05
133381;2.A1.02.18.02.01
133382;2.A1.02.18.02.02
133384;2.A1.02.18.02.04
133385;2.A1.02.18.02.05
133387;2.A1.02.18.03.01
133388;2.A1.02.18.03.02
133390;2.A1.02.18.03.04
133391;2.A1.02.18.03.05
133393;2.A1.02.18.04.01
133394;2.A1.02.18.04.02
133396;2.A1.02.18.04.04
133397;2.A1.02.18.04.05
133399;2.A1.02.18.05.01
133400;2.A1.02.18.05.02
133402;2.A1.02.18.05.04
133403;2.A1.02.18.05.05
133405;2.A1.02.18.06.01
133406;2.A1.02.18.06.02
133408;2.A1.02.18.06.04
133409;2.A1.02.18.06.05
133412;2.A1.02.19.01.01
133413;2.A1.02.19.01.02
133415;2.A1.02.19.01.04
133416;2.A1.02.19.01.05
133418;2.A1.02.19.02.01
133419;2.A1.02.19.02.02
133421;2.A1.02.19.02.04
133422;2.A1.02.19.02.05
133424;2.A1.02.19.03.01
133425;2.A1.02.19.03.02
133427;2.A1.02.19.03.04
133428;2.A1.02.19.03.05
133430;2.A1.02.19.04.01
133431;2.A1.02.19.04.02
133433;2.A1.02.19.04.04
133434;2.A1.02.19.04.05
133436;2.A1.02.19.05.01
133437;2.A1.02.19.05.02
133439;2.A1.02.19.05.04
133440;2.A1.02.19.05.05
133442;2.A1.02.19.06.01
133443;2.A1.02.19.06.02
133445;2.A1.02.19.06.04
133446;2.A1.02.19.06.05
133449;2.A1.02.20.01.01
133450;2.A1.02.20.01.02
133452;2.A1.02.20.01.04
133453;2.A1.02.20.01.05
133455;2.A1.02.20.02.01
133456;2.A1.02.20.02.02
133458;2.A1.02.20.02.04
133459;2.A1.02.20.02.05
133461;2.A1.02.20.03.01
133462;2.A1.02.20.03.02
149572;2.A2.03.13.02.04
149573;2.A2.03.13.02.05
149575;2.A2.03.13.03.01
149576;2.A2.03.13.03.02
149578;2.A2.03.13.03.04
149579;2.A2.03.13.03.05
149581;2.A2.03.13.04.01
149582;2.A2.03.13.04.02
149584;2.A2.03.13.04.04
149585;2.A2.03.13.04.05
149587;2.A2.03.13.05.01
149588;2.A2.03.13.05.02
149590;2.A2.03.13.05.04
149591;2.A2.03.13.05.05
149593;2.A2.03.13.06.01
149594;2.A2.03.13.06.02
149596;2.A2.03.13.06.04
149597;2.A2.03.13.06.05
149600;2.A2.03.14.01.01
149601;2.A2.03.14.01.02
149603;2.A2.03.14.01.04
149604;2.A2.03.14.01.05
149606;2.A2.03.14.02.01
149607;2.A2.03.14.02.02
149609;2.A2.03.14.02.04
149610;2.A2.03.14.02.05
149612;2.A2.03.14.03.01
149613;2.A2.03.14.03.02
149615;2.A2.03.14.03.04
149616;2.A2.03.14.03.05
149618;2.A2.03.14.04.01
149619;2.A2.03.14.04.02
149621;2.A2.03.14.04.04
149622;2.A2.03.14.04.05
149624;2.A2.03.14.05.01
149625;2.A2.03.14.05.02
149627;2.A2.03.14.05.04
149628;2.A2.03.14.05.05
149630;2.A2.03.14.06.01
149631;2.A2.03.14.06.02
149633;2.A2.03.14.06.04
149634;2.A2.03.14.06.05
149637;2.A2.03.15.01.01
149638;2.A2.03.15.01.02
149640;2.A2.03.15.01.04
149641;2.A2.03.15.01.05
149643;2.A2.03.15.02.01
149644;2.A2.03.15.02.02
149646;2.A2.03.15.02.04
149647;2.A2.03.15.02.05
149649;2.A2.03.15.03.01
149650;2.A2.03.15.03.02
149652;2.A2.03.15.03.04
149653;2.A2.03.15.03.05
149655;2.A2.03.15.04.01
149656;2.A2.03.15.04.02
149658;2.A2.03.15.04.04
149659;2.A2.03.15.04.05
149661;2.A2.03.15.05.01
149662;2.A2.03.15.05.02
149664;2.A2.03.15.05.04
149665;2.A2.03.15.05.05
149667;2.A2.03.15.06.01
149668;2.A2.03.15.06.02
149670;2.A2.03.15.06.04
149671;2.A2.03.15.06.05
149674;2.A2.03.16.01.01
149675;2.A2.03.16.01.02
149677;2.A2.03.16.01.04
149678;2.A2.03.16.01.05
149680;2.A2.03.16.02.01
149681;2.A2.03.16.02.02
149683;2.A2.03.16.02.04
149684;2.A2.03.16.02.05
149686;2.A2.03.16.03.01
149687;2.A2.03.16.03.02
149689;2.A2.03.16.03.04
149690;2.A2.03.16.03.05
149692;2.A2.03.16.04.01
149693;2.A2.03.16.04.02
149695;2.A2.03.16.04.04
149696;2.A2.03.16.04.05
149698;2.A2.03.16.05.01
146562;1.A2.07.10.01.01
146563;1.A2.07.10.01.02
146565;1.A2.07.10.01.04
146566;1.A2.07.10.01.05
146568;1.A2.07.10.02.01
146569;1.A2.07.10.02.02
146571;1.A2.07.10.02.04
146572;1.A2.07.10.02.05
146574;1.A2.07.10.03.01
146575;1.A2.07.10.03.02
146577;1.A2.07.10.03.04
146578;1.A2.07.10.03.05
146580;1.A2.07.10.04.01
146581;1.A2.07.10.04.02
146583;1.A2.07.10.04.04
146584;1.A2.07.10.04.05
146586;1.A2.07.10.05.01
146587;1.A2.07.10.05.02
146589;1.A2.07.10.05.04
146590;1.A2.07.10.05.05
146592;1.A2.07.10.06.01
146593;1.A2.07.10.06.02
146595;1.A2.07.10.06.04
146596;1.A2.07.10.06.05
146599;1.A2.07.11.01.01
146600;1.A2.07.11.01.02
146602;1.A2.07.11.01.04
146603;1.A2.07.11.01.05
146605;1.A2.07.11.02.01
146606;1.A2.07.11.02.02
146608;1.A2.07.11.02.04
146609;1.A2.07.11.02.05
146611;1.A2.07.11.03.01
146612;1.A2.07.11.03.02
146614;1.A2.07.11.03.04
146615;1.A2.07.11.03.05
146617;1.A2.07.11.04.01
146618;1.A2.07.11.04.02
146620;1.A2.07.11.04.04
146621;1.A2.07.11.04.05
146623;1.A2.07.11.05.01
146624;1.A2.07.11.05.02
146626;1.A2.07.11.05.04
146627;1.A2.07.11.05.05
146629;1.A2.07.11.06.01
146630;1.A2.07.11.06.02
146632;1.A2.07.11.06.04
146633;1.A2.07.11.06.05
146636;1.A2.07.12.01.01
146637;1.A2.07.12.01.02
146639;1.A2.07.12.01.04
146640;1.A2.07.12.01.05
146642;1.A2.07.12.02.01
146643;1.A2.07.12.02.02
146645;1.A2.07.12.02.04
146646;1.A2.07.12.02.05
146648;1.A2.07.12.03.01
146649;1.A2.07.12.03.02
146651;1.A2.07.12.03.04
146652;1.A2.07.12.03.05
146654;1.A2.07.12.04.01
146655;1.A2.07.12.04.02
146657;1.A2.07.12.04.04
146658;1.A2.07.12.04.05
146660;1.A2.07.12.05.01
146661;1.A2.07.12.05.02
146663;1.A2.07.12.05.04
146664;1.A2.07.12.05.05
146666;1.A2.07.12.06.01
146667;1.A2.07.12.06.02
146669;1.A2.07.12.06.04
146670;1.A2.07.12.06.05
146673;1.A2.07.13.01.01
146674;1.A2.07.13.01.02
146676;1.A2.07.13.01.04
146677;1.A2.07.13.01.05
146679;1.A2.07.13.02.01
146680;1.A2.07.13.02.02
146682;1.A2.07.13.02.04
146683;1.A2.07.13.02.05
146685;1.A2.07.13.03.01
146686;1.A2.07.13.03.02
146688;1.A2.07.13.03.04
146689;1.A2.07.13.03.05
146691;1.A2.07.13.04.01
146692;1.A2.07.13.04.02
146694;1.A2.07.13.04.04
146695;1.A2.07.13.04.05
146697;1.A2.07.13.05.01
146698;1.A2.07.13.05.02
146700;1.A2.07.13.05.04
146701;1.A2.07.13.05.05
146703;1.A2.07.13.06.01
146704;1.A2.07.13.06.02
146706;1.A2.07.13.06.04
146707;1.A2.07.13.06.05
146710;1.A2.07.14.01.01
146711;1.A2.07.14.01.02
146713;1.A2.07.14.01.04
146714;1.A2.07.14.01.05
146716;1.A2.07.14.02.01
146717;1.A2.07.14.02.02
146719;1.A2.07.14.02.04
146720;1.A2.07.14.02.05
146722;1.A2.07.14.03.01
146723;1.A2.07.14.03.02
146725;1.A2.07.14.03.04
146726;1.A2.07.14.03.05
146728;1.A2.07.14.04.01
146729;1.A2.07.14.04.02
146731;1.A2.07.14.04.04
146732;1.A2.07.14.04.05
146734;1.A2.07.14.05.01
146735;1.A2.07.14.05.02
146737;1.A2.07.14.05.04
146738;1.A2.07.14.05.05
146740;1.A2.07.14.06.01
146741;1.A2.07.14.06.02
146743;1.A2.07.14.06.04
146744;1.A2.07.14.06.05
146747;1.A2.07.15.01.01
146748;1.A2.07.15.01.02
146750;1.A2.07.15.01.04
146751;1.A2.07.15.01.05
146753;1.A2.07.15.02.01
146754;1.A2.07.15.02.02
146756;1.A2.07.15.02.04
146757;1.A2.07.15.02.05
146759;1.A2.07.15.03.01
146760;1.A2.07.15.03.02
146762;1.A2.07.15.03.04
146763;1.A2.07.15.03.05
146765;1.A2.07.15.04.01
146766;1.A2.07.15.04.02
146768;1.A2.07.15.04.04
146769;1.A2.07.15.04.05
146771;1.A2.07.15.05.01
146772;1.A2.07.15.05.02
146774;1.A2.07.15.05.04
146775;1.A2.07.15.05.05
146777;1.A2.07.15.06.01
146778;1.A2.07.15.06.02
146780;1.A2.07.15.06.04
157064;1.B1.03.17.04.02
157066;1.B1.03.17.04.04
157067;1.B1.03.17.04.05
157069;1.B1.03.17.05.01
157070;1.B1.03.17.05.02
157072;1.B1.03.17.05.04
157073;1.B1.03.17.05.05
157075;1.B1.03.17.06.01
157076;1.B1.03.17.06.02
157078;1.B1.03.17.06.04
157079;1.B1.03.17.06.05
157082;1.B1.03.18.01.01
157083;1.B1.03.18.01.02
157085;1.B1.03.18.01.04
157086;1.B1.03.18.01.05
157088;1.B1.03.18.02.01
157089;1.B1.03.18.02.02
157091;1.B1.03.18.02.04
157092;1.B1.03.18.02.05
157094;1.B1.03.18.03.01
157095;1.B1.03.18.03.02
157097;1.B1.03.18.03.04
157098;1.B1.03.18.03.05
157100;1.B1.03.18.04.01
157101;1.B1.03.18.04.02
157103;1.B1.03.18.04.04
157104;1.B1.03.18.04.05
157106;1.B1.03.18.05.01
157107;1.B1.03.18.05.02
157109;1.B1.03.18.05.04
157110;1.B1.03.18.05.05
157112;1.B1.03.18.06.01
157113;1.B1.03.18.06.02
157115;1.B1.03.18.06.04
157116;1.B1.03.18.06.05
157119;1.B1.03.19.01.01
157120;1.B1.03.19.01.02
157122;1.B1.03.19.01.04
157123;1.B1.03.19.01.05
157125;1.B1.03.19.02.01
157126;1.B1.03.19.02.02
157128;1.B1.03.19.02.04
157129;1.B1.03.19.02.05
157131;1.B1.03.19.03.01
157132;1.B1.03.19.03.02
157134;1.B1.03.19.03.04
157135;1.B1.03.19.03.05
157137;1.B1.03.19.04.01
157138;1.B1.03.19.04.02
157140;1.B1.03.19.04.04
157141;1.B1.03.19.04.05
157143;1.B1.03.19.05.01
157144;1.B1.03.19.05.02
157146;1.B1.03.19.05.04
157147;1.B1.03.19.05.05
157149;1.B1.03.19.06.01
157150;1.B1.03.19.06.02
157152;1.B1.03.19.06.04
157153;1.B1.03.19.06.05
157156;1.B1.03.20.01.01
157157;1.B1.03.20.01.02
157159;1.B1.03.20.01.04
157160;1.B1.03.20.01.05
157162;1.B1.03.20.02.01
157163;1.B1.03.20.02.02
157165;1.B1.03.20.02.04
157166;1.B1.03.20.02.05
157168;1.B1.03.20.03.01
157169;1.B1.03.20.03.02
157171;1.B1.03.20.03.04
157172;1.B1.03.20.03.05
157174;1.B1.03.20.04.01
157175;1.B1.03.20.04.02
157177;1.B1.03.20.04.04
157178;1.B1.03.20.04.05
157180;1.B1.03.20.05.01
157181;1.B1.03.20.05.02
157183;1.B1.03.20.05.04
157184;1.B1.03.20.05.05
157186;1.B1.03.20.06.01
157187;1.B1.03.20.06.02
157189;1.B1.03.20.06.04
157190;1.B1.03.20.06.05
157193;1.B1.03.21.01.01
157194;1.B1.03.21.01.02
157196;1.B1.03.21.01.04
157197;1.B1.03.21.01.05
157199;1.B1.03.21.02.01
157200;1.B1.03.21.02.02
157202;1.B1.03.21.02.04
157203;1.B1.03.21.02.05
157205;1.B1.03.21.03.01
157206;1.B1.03.21.03.02
157208;1.B1.03.21.03.04
157209;1.B1.03.21.03.05
157211;1.B1.03.21.04.01
157212;1.B1.03.21.04.02
157214;1.B1.03.21.04.04
157215;1.B1.03.21.04.05
157217;1.B1.03.21.05.01
157218;1.B1.03.21.05.02
157220;1.B1.03.21.05.04
157221;1.B1.03.21.05.05
157223;1.B1.03.21.06.01
157224;1.B1.03.21.06.02
157226;1.B1.03.21.06.04
157227;1.B1.03.21.06.05
157230;1.B1.03.22.01.01
157231;1.B1.03.22.01.02
157233;1.B1.03.22.01.04
157234;1.B1.03.22.01.05
157236;1.B1.03.22.02.01
157237;1.B1.03.22.02.02
157239;1.B1.03.22.02.04
157240;1.B1.03.22.02.05
157242;1.B1.03.22.03.01
157243;1.B1.03.22.03.02
157245;1.B1.03.22.03.04
157246;1.B1.03.22.03.05
157248;1.B1.03.22.04.01
157249;1.B1.03.22.04.02
157251;1.B1.03.22.04.04
157252;1.B1.03.22.04.05
157254;1.B1.03.22.05.01
157255;1.B1.03.22.05.02
157257;1.B1.03.22.05.04
157258;1.B1.03.22.05.05
157260;1.B1.03.22.06.01
157261;1.B1.03.22.06.02
157263;1.B1.03.22.06.04
157264;1.B1.03.22.06.05
157267;1.B1.03.23.01.01
157268;1.B1.03.23.01.02
157270;1.B1.03.23.01.04
157271;1.B1.03.23.01.05
157273;1.B1.03.23.02.01
157274;1.B1.03.23.02.02
157276;1.B1.03.23.02.04
157277;1.B1.03.23.02.05
157279;1.B1.03.23.03.01
157280;1.B1.03.23.03.02
157282;1.B1.03.23.03.04
157283;1.B1.03.23.03.05
157285;1.B1.03.23.04.01
157286;1.B1.03.23.04.02
157288;1.B1.03.23.04.04
157289;1.B1.03.23.04.05
157291;1.B1.03.23.05.01
157292;1.B1.03.23.05.02
157294;1.B1.03.23.05.04
157295;1.B1.03.23.05.05
157297;1.B1.03.23.06.01
157298;1.B1.03.23.06.02
157300;1.B1.03.23.06.04
157301;1.B1.03.23.06.05
157304;1.B1.03.24.01.01
157305;1.B1.03.24.01.02
157307;1.B1.03.24.01.04
157308;1.B1.03.24.01.05
157310;1.B1.03.24.02.01
157311;1.B1.03.24.02.02
157313;1.B1.03.24.02.04
157314;1.B1.03.24.02.05
157316;1.B1.03.24.03.01
157317;1.B1.03.24.03.02
157319;1.B1.03.24.03.04
157320;1.B1.03.24.03.05
157322;1.B1.03.24.04.01
157323;1.B1.03.24.04.02
157325;1.B1.03.24.04.04
157326;1.B1.03.24.04.05
157328;1.B1.03.24.05.01
157329;1.B1.03.24.05.02
157331;1.B1.03.24.05.04
157332;1.B1.03.24.05.05
157334;1.B1.03.24.06.01
157335;1.B1.03.24.06.02
157337;1.B1.03.24.06.04
157338;1.B1.03.24.06.05
157341;1.B1.03.25.01.01
157342;1.B1.03.25.01.02
157344;1.B1.03.25.01.04
157345;1.B1.03.25.01.05
157347;1.B1.03.25.02.01
157348;1.B1.03.25.02.02
157350;1.B1.03.25.02.04
157351;1.B1.03.25.02.05
157353;1.B1.03.25.03.01
157354;1.B1.03.25.03.02
157356;1.B1.03.25.03.04
157357;1.B1.03.25.03.05
157359;1.B1.03.25.04.01
157360;1.B1.03.25.04.02
157362;1.B1.03.25.04.04
157363;1.B1.03.25.04.05
157365;1.B1.03.25.05.01
157366;1.B1.03.25.05.02
157368;1.B1.03.25.05.04
157369;1.B1.03.25.05.05
157371;1.B1.03.25.06.01
157372;1.B1.03.25.06.02
157374;1.B1.03.25.06.04
157375;1.B1.03.25.06.05
157378;1.B1.03.26.01.01
157379;1.B1.03.26.01.02
157381;1.B1.03.26.01.04
157382;1.B1.03.26.01.05
157384;1.B1.03.26.02.01
157385;1.B1.03.26.02.02
157387;1.B1.03.26.02.04
157388;1.B1.03.26.02.05
157390;1.B1.03.26.03.01
157391;1.B1.03.26.03.02
157393;1.B1.03.26.03.04
157394;1.B1.03.26.03.05
157396;1.B1.03.26.04.01
157397;1.B1.03.26.04.02
157399;1.B1.03.26.04.04
157400;1.B1.03.26.04.05
157402;1.B1.03.26.05.01
157403;1.B1.03.26.05.02
157405;1.B1.03.26.05.04
157406;1.B1.03.26.05.05
157408;1.B1.03.26.06.01
157409;1.B1.03.26.06.02
157411;1.B1.03.26.06.04
154625;1.B1.01.19.05.01
154626;1.B1.01.19.05.02
155075;1.B1.01.31.06.01
155076;1.B1.01.31.06.02
155078;1.B1.01.31.06.04
155079;1.B1.01.31.06.05
155082;1.B1.01.32.01.01
155083;1.B1.01.32.01.02
155085;1.B1.01.32.01.04
155086;1.B1.01.32.01.05
155088;1.B1.01.32.02.01
155089;1.B1.01.32.02.02
155091;1.B1.01.32.02.04
155092;1.B1.01.32.02.05
155094;1.B1.01.32.03.01
155095;1.B1.01.32.03.02
155097;1.B1.01.32.03.04
155098;1.B1.01.32.03.05
155100;1.B1.01.32.04.01
155101;1.B1.01.32.04.02
155103;1.B1.01.32.04.04
155104;1.B1.01.32.04.05
155106;1.B1.01.32.05.01
155107;1.B1.01.32.05.02
155109;1.B1.01.32.05.04
155110;1.B1.01.32.05.05
155112;1.B1.01.32.06.01
155113;1.B1.01.32.06.02
155115;1.B1.01.32.06.04
155116;1.B1.01.32.06.05
155119;1.B1.01.33.01.01
155120;1.B1.01.33.01.02
155122;1.B1.01.33.01.04
155123;1.B1.01.33.01.05
155125;1.B1.01.33.02.01
155126;1.B1.01.33.02.02
155128;1.B1.01.33.02.04
155129;1.B1.01.33.02.05
155131;1.B1.01.33.03.01
155132;1.B1.01.33.03.02
155134;1.B1.01.33.03.04
155135;1.B1.01.33.03.05
155137;1.B1.01.33.04.01
155138;1.B1.01.33.04.02
155140;1.B1.01.33.04.04
155141;1.B1.01.33.04.05
155143;1.B1.01.33.05.01
155144;1.B1.01.33.05.02
155146;1.B1.01.33.05.04
155147;1.B1.01.33.05.05
155149;1.B1.01.33.06.01
155150;1.B1.01.33.06.02
155152;1.B1.01.33.06.04
155153;1.B1.01.33.06.05
155156;1.B1.01.34.01.01
155157;1.B1.01.34.01.02
155159;1.B1.01.34.01.04
155160;1.B1.01.34.01.05
155162;1.B1.01.34.02.01
155163;1.B1.01.34.02.02
155165;1.B1.01.34.02.04
155166;1.B1.01.34.02.05
155168;1.B1.01.34.03.01
155169;1.B1.01.34.03.02
155171;1.B1.01.34.03.04
155172;1.B1.01.34.03.05
155174;1.B1.01.34.04.01
155175;1.B1.01.34.04.02
155177;1.B1.01.34.04.04
155178;1.B1.01.34.04.05
155180;1.B1.01.34.05.01
155181;1.B1.01.34.05.02
155183;1.B1.01.34.05.04
155184;1.B1.01.34.05.05
155186;1.B1.01.34.06.01
155187;1.B1.01.34.06.02
155189;1.B1.01.34.06.04
155190;1.B1.01.34.06.05
155194;1.B1.02.01.01.01
155195;1.B1.02.01.01.02
155197;1.B1.02.01.01.04
155198;1.B1.02.01.01.05
155200;1.B1.02.01.02.01
155201;1.B1.02.01.02.02
155203;1.B1.02.01.02.04
155204;1.B1.02.01.02.05
155206;1.B1.02.01.03.01
155207;1.B1.02.01.03.02
155209;1.B1.02.01.03.04
155210;1.B1.02.01.03.05
155212;1.B1.02.01.04.01
155213;1.B1.02.01.04.02
155215;1.B1.02.01.04.04
155216;1.B1.02.01.04.05
155218;1.B1.02.01.05.01
155219;1.B1.02.01.05.02
155221;1.B1.02.01.05.04
155222;1.B1.02.01.05.05
155224;1.B1.02.01.06.01
155225;1.B1.02.01.06.02
155227;1.B1.02.01.06.04
155228;1.B1.02.01.06.05
155231;1.B1.02.02.01.01
155232;1.B1.02.02.01.02
155234;1.B1.02.02.01.04
155235;1.B1.02.02.01.05
155237;1.B1.02.02.02.01
155238;1.B1.02.02.02.02
155240;1.B1.02.02.02.04
155241;1.B1.02.02.02.05
155243;1.B1.02.02.03.01
155244;1.B1.02.02.03.02
155246;1.B1.02.02.03.04
155247;1.B1.02.02.03.05
155249;1.B1.02.02.04.01
155250;1.B1.02.02.04.02
155252;1.B1.02.02.04.04
155253;1.B1.02.02.04.05
155255;1.B1.02.02.05.01
155256;1.B1.02.02.05.02
155258;1.B1.02.02.05.04
155259;1.B1.02.02.05.05
155261;1.B1.02.02.06.01
155262;1.B1.02.02.06.02
155264;1.B1.02.02.06.04
155265;1.B1.02.02.06.05
155268;1.B1.02.03.01.01
155269;1.B1.02.03.01.02
155271;1.B1.02.03.01.04
155272;1.B1.02.03.01.05
155274;1.B1.02.03.02.01
155275;1.B1.02.03.02.02
155277;1.B1.02.03.02.04
155278;1.B1.02.03.02.05
155280;1.B1.02.03.03.01
155281;1.B1.02.03.03.02
155283;1.B1.02.03.03.04
155284;1.B1.02.03.03.05
155286;1.B1.02.03.04.01
